"name","releaseDate","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId"
"Sex Faculty🔞","1709960400000","7182","9.99","46668","1.8866371645860303","76","Indie","BanzaiProject","BanzaiProject","2834180"
"Terra Randoma","1716436800000","4392","14.99","46626","17.726065266519086","90","Indie","Deniz K.","Deniz K.","1120400"
"City Lights Love Bites Season 0 [Pilot Season]","1720742400000","27901","2","46602","0.9445049616150891","92","Indie","NaughtyOba","NaughtyOba","3011560"
"KALPA: Cosmic Symphony","1723680000000","2583","19.99","46470","2.186317638434692","88","Indie","QueseraGames Co., Ltd.","QueseraGames Co., Ltd.","2717010"
"Perfect Round Disc Golf","1709787600000","3116","19.99","46195","12.957938012814404","85","Indie","Tree Branch Games","Tree Branch Games","1029570"
"Morbid: The Lords of Ire","1715918400000","2510","24.99","46151","7.0157506347407965","70","Indie","Merge Games","Still Running","2171560"
"Intergalactic Ecstasy","1706245200000","3132","17.99","46101","2.6476609309802153","79","Indie","HFTGames","HFTGames","2706390"
"Time Survivors","1705294800000","12782","4.99","46036","4.545911246301737","0","Indie","Lunar Chili","Lunar Chili","2211390"
"Seal: WHAT the FUN","1714708800000","4629","14.99","45723","41.23363340331073","92","Indie","PLAYWITH KOREA Inc.","PLAYWITH GAMES Inc.","2347910"
"Lost:Antinomy","1711252800000","22208","2.99","45518","5.613759191806671","93","Indie","IMaiIna","IMaiIna","2521180"
"Rolling Hills: Make Sushi, Make Friends","1717473600000","3510","14.99","45463","5.836771067156361","90","AA","Humble Games","Catch & Release, LLC","1235100"
"CLeM","1707195600000","3701","15.99","45414","3.4909755750433633","92","Indie","Iceberg Interactive","Mango Protocol","1861440"
"Dungeon Dreams 2","1707368400000","2784","19.99","45410","43.46055529505093","93","Indie","DDreams Games","DDreams Games","1843470"
"Dreamlike Love with Seira","1724371200000","7884","6.99","45337","2.29505412088319","98","Indie","JAST","るび様崇める会","2986260"
"Rocking Legend","1718596800000","2552","24.99","45198","3.0572721100322116","77","Indie","Domuro Soft","Domuro Soft","1260800"
"七度荒域：混沌之树","1723766400000","6965","11.99","45169","3.5675660187250444","81","Indie","Lightimpact","Lightimpact","3088410"
"SEX, BEACH & GIRLS ⛱ 💦","1723248000000","8167","6.99","45074","2.1406784793960285","84","Indie","Taboo Tales 💘","Pocket Rocket Studio 🚀","3009830"
"Spanky!","1714363200000","5721","9.99","44989","2.4737233399859564","83","Indie","HappyHead Games","HappyHead Games","1732420"
"Deathbound","1723075200000","1843","29.99","44908","7.426871347947235","80","Indie","Tate Multimedia","Trialforge Studio","1277130"
"NINJA SLAYER NEO-SAITAMA IN FLAMES(ニンジャスレイヤー ネオサイタマ炎上)","1721692800000","2496","19.99","44905","1.7177040895401547","41","Indie","KADOKAWA CORPORATION,KADOKAWA Game Linkage,ABC ANIMATION","Skeleton Crew Studio","2752330"
"Undead Inc.","1714622400000","2610","19.99","44449","5.721536277943006","37","AA","Team17","Rightsized Games","2104880"
"Disco Simulator","1709614800000","3817","14.99","44231","5.355468195030205","79","Indie","Games Incubator,PlayWay S.A.","Games Incubator,Frozen Cave Studio","1226970"
"Stories from the Outbreak","1708405200000","3683","19.99","44160","10.832185606695253","87","Indie","Coldwild Games","Coldwild Games","1968630"
"Taimanin Yukikaze","1714363200000","4008","14.99","44103","4.909042849615716","91","Indie","Shiravune","Lilith","2739700"
"Kurone's Feelings ~Apprentice Witch of Starfall Village~","1706245200000","3644","14.99","43908","1.5584217212031242","90","Indie","OTAKU Plan","Bielograf","2307300"
"Project L33T","1721865600000","1626","29.99","43887","10.281846003295016","65","Indie","Holmgard Games","Holmgard Games","2803360"
"Croakoloco","1714968000000","9864","5.99","43768","15.216373611874017","93","Indie","Ryan Forrester","Ryan Forrester","2628420"
"Class of Heroes 2G: Remaster Edition","1714104000000","2675","19.99","43725","13.578361345315052","65","Indie","PQube,ACQUIRE Corp.","Zerodiv","2195790"
"Kanon","1718769600000","1786","29.99","43678","12.337163860694353","98","Indie","VISUAL ARTS","VISUAL ARTS/Key","2850310"
"Shoulders of Giants: Ultimate","1723420800000","2653","19.99","43600","4.806888108585829","90","Indie","Moving Pieces Interactive","Moving Pieces Interactive","2283880"
"Dragon Chronicles: Black Tears","1720915200000","3987","14.99","43542","10.166710361745633","77","Indie","Nyou","Nyou","2701350"
"The Heroes Around Me","1718337600000","7510","6.99","43017","2.8589233773670752","0","Indie","OKJOY","OKJOY","1768470"
"Monster Jam™ Showdown","1724889600000","955","49.99","42966","4.484917932813896","80","Indie","Milestone S.r.l.","Milestone S.r.l.","2350280"
"Bagel Love Story","1716177600000","13134","3.99","42955","2.7087018909894858","98","Indie","NVLMaker","橘子班","2798600"
"Sneak Out","1717646400000","230771","0","42896","7.538281877465217","57","Indie","Kinguin","Kinguin Studios","2410490"
