"name","releaseDate","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId"
"Setteeh","1722556800000","3282","7.99","21898","1.3897732481642742","80","Indie","MonsterAttack","MonsterAttack","1566450"
"Kepler-2100","1711771200000","14511","0","21880.594799043414","11.962925149409008","85","Indie","NCARD","NCARD","2758490"
"Puffin Planes","1725408000000","2371","11.99","21744","4.6004950243556255","97","Indie","CATINRAIN LLC","CATINRAIN LLC","2897240"
"Pomberito","1719201600000","4850","5.99","21719","1.3284726049688569","96","Indie","Lara the Pitbull","Lara the Pitbull","2761100"
"Tales of Morrow","1709874000000","1945","14.99","21703","1.6933739092815248","53","Indie","GameMechanic","GameMechanic","1783620"
"Sassy Girl","1705640400000","2503","9.99","21685","6.087152285368983","89","Indie","Hematite","Hematite","2471650"
"Hot & Lewd: Miami","1718424000000","3903","9.99","21653","1.8378413330118661","90","Indie","Lust Desires 🖤","Lust Desires 🖤","2998880"
"Pape Rangers","1723161600000","6638","3.99","21651","7.845511818942673","79","Indie","OKJOY","Pape Game Studio","2812820"
"XF Extreme Formula","1718078400000","1297","19.99","21606","2.9671380126113203","91","Indie","Feperd Games","Feperd Games","2539910"
"Memories Off Yubikiri No Kioku","1706677200000","1854","14.99","21592","18.650094806529008","95","AA","Spike Chunsoft Co., Ltd.","MAGES. Inc.","2184590"
"School Owner","1706936400000","1716","19.99","21499","1.1578302864255445","25","Indie","Owner Games","Owner Games","946670"
"Secret Toy","1718942400000","4394","5.99","21479","1.102217235887383","80","Indie","Momentum Games","Momentum Games","2961330"
"Forgotten Mines","1721692800000","3480","7.99","21461","9.430847817976847","86","Indie","Ishtar Games","Cannibal Goose","2238630"
"Lords of Exile","1707886800000","1821","14.99","21402","3.5112455757791836","82","Indie","PID Games,PixelHeart","Squidbit Works","1329360"
"Real Anime Situation! 2","1719201600000","1143","24.99","21364","3.731710094144288","93","Indie","Shiravune","Jitaku Studio","2361760"
"The Renovator: Origins","1720828800000","2497","9.99","21283","2.9416790482101822","84","Indie","Peace_Studio","Peace_Studio","1917550"
"Necromantic","1716350400000","3418","6.99","21260","3.281627291746506","70","Indie","Blinkmoon Games","Blinkmoon Games","2615010"
"PATHOGEN X","1721520000000","2112","11.99","21168","1.3331959637848443","85","Indie","BraveCat'Studios","BraveCat'Studios","2508980"
"SCP: EVENT CLASSIFIED","1714104000000","2860","9.99","21162","2.122494912582087","51","Indie","Archotech","Archotech","1955030"
"Thunder Helix","1710993600000","1288","19.99","21156","1.9613457118119384","95","Indie","David Walters","David Walters","1906230"
"Cursed Crew","1708923600000","1175","20","21150","4.767937651494179","90","Indie","Cracklewock Games","Cracklewock Games","1839760"
"Cat Bait","1724716800000","5213","4.99","21106","2.071326611078255","98","Indie","Mayni prod.","Mayni prod.","2929730"
"Deathwish Enforcers Special Edition","1707886800000","1489","19.99","21086","1.8973010379519113","87","Indie","Monster Bath Games Inc.","Monster Bath Games Inc.","2683030"
"The Wandering Corinne","1721260800000","2891","8.99","21082","0.8045601102659825","54","Indie","Mango Party,Mango Party News","ankoku marimokan","2311840"
"Dungeon Looter","1715572800000","3205","11.99","21067","6.277106142414517","78","Indie","Wappen Games","Wappen Games","1228320"
"Lucky Mark","1713499200000","2505","9.99","21066","9.75066144618542","58","Indie","Super Alex","Super Alex","2450720"
"Orc Covenant: Gay Bara Orc Visual Novel","1724198400000","864","29.99","21022","3.8661098725799428","75","Indie","Y Press Games","Y Press Games","2243570"
"Champion Shift","1718942400000","4526","6.99","20955","6.620098839383692","79","Indie","SRG Studios","SRG Studios","2391900"
"Megacopter: Blades of the Goddess","1718942400000","1684","15.99","20946","3.6305644517099647","95","Indie","Pizza Bear Games","Pizza Bear Games","1228360"
"DYSCHRONIA: Chronos Alternate - Dual Edition","1711512000000","725","34.99","20922","6.30918045112899","92","Indie","IzanagiGames","IzanagiGames,MyDearest Inc.","2023920"
"Claw Machine Sim","1711598400000","3896","6.99","20723","2.884454204670071","94","Indie","Unechte Sachen","Unechte Sachen","2456120"
"Memories Off #5 Togireta Film","1706677200000","1778","14.99","20674","7.263979319440968","91","AA","Spike Chunsoft Co., Ltd.","MAGES. Inc.","2184570"
