"name","releaseDate","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId"
"GHOSTWARE: Arena of the Dead","1717992000000","2758","14.99","31678","2.716453630347715","85","Indie","Mothership Loudspeakerz","Daev Team","1893370"
"西游-琉璃盏","1720656000000","2563","14.99","31644","8.225275653716226","85","Indie","Dark Dimension","Dark Dimension","1309510"
"Parfait Remake","1721347200000","1254","34.99","31543","6.345430251028448","90","Indie","HIKARI PULSE","GIGA,Entergram","2947220"
"Only Up: SKIBIDI TOGETHER","1720742400000","8729","4.99","31466","2.364922886217591","81","Indie","Rosa Special Studio,Grand Technology Associates","Grand Technology Associates,Rosa Special Studio","2928650"
"希望之城 The City Of Hope","1709528400000","5701","6.99","31464","13.978463014232979","71","Indie","家里蹲工作室","家里蹲工作室","2424740"
"DEFENDUN : Hero Defense","1707886800000","7029","8.99","31353","7.923647630905813","77","Indie","Gonggamorecontents Inc.","Gonggamorecontents Inc.","2323810"
"Futanari di Funghi","1717387200000","5273","6.99","31301","5.102718338234958","81","Indie","Shady Corner Games","Ahegames","2496640"
"Brothel Secrets 🔞","1706331600000","5429","9.99","31198","1.60275482219499","77","Indie","Octo Games","Octo Games","2721240"
"Roommates","1707282000000","4147","9.99","31098","3.815552727126738","93","Indie","Octaday","Octaday","2775110"
"SANYA","1709269200000","2638","14.99","31003","1.465351068896308","75","Indie","helpnode","helpnode","1667360"
"Sex, Camera, Action! 🔞","1722038400000","5419","9.99","30951","1.8185943631721628","78","Indie","Play & Cum 💦","Play & Cum 💦","2955820"
"Decimate Drive","1708837200000","4570","7.99","30948","1.3102211414602636","93","Indie","Some Random Designing","Some Random Designing","2427950"
