"name","releaseDate","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId"
"Pool Cleaning Simulator","1717560000000","14585","15.99","141787","5.968698775476018","70","Indie","FreeMind S.A.,PlayWay S.A.","Rubens Games,FreeMind S.A.","2165620"
"From Glory To Goo","1712030400000","15469","11.99","140951","16.68310705082089","92","Indie","Stratagem Blue","Stratagem Blue","2607060"
"Solo leeching~35-Year-Old Magician Journey","1718942400000","15751","10.99","140940","1.780681503149469","88","Indie","072 Project","アンクルおじ","2696070"
"Spectral Scream","1724803200000","17856","9.99","140690","4.114998906714487","84","Indie","STOIC Ent.","STOIC Ent.","2620240"
"1 to 1 humanoid edible toys","1722988800000","21002","7.99","140013","2.4110427035103563","95","Indie","无","汉谟拉比炒面,我的屁是香哒","2976720"
"ASTRAL TALE-星界神話","1704603600000","43217","0","138164.27473883974","104.18254808777462","39","Indie","X-Legend Entertainment Co., Ltd.","X-Legend Entertainment Co., Ltd.","2591210"
"Ark of Charon","1720396800000","7322","21.99","138039","15.685483626994417","83","Indie","SUNSOFT","Angoo Inc.,SUNSOFT","2827810"
"And the Hero Was Never Seen Again","1707541223000","11972","14.99","137489","7.0309447235481475","90","Indie","Kagura Games","Circle Poison","2582660"
"United Penguin Kingdom","1709960400000","12818","14.99","137453","9.254702087867598","79","Indie","GrabTheGames,UpgradePoint","Turquoise Revival Games","2635350"
"First Dwarf","1718769600000","7002","24.99","136381","4.20162183578225","71","Indie","Star Drifters,4Divinity","Star Drifters","1714900"
"Multi Turret Academy","1705554000000","17922","8.99","135974","10.859354431064316","97","Indie","Scarlet Academy","Scarlet Academy","1869270"
"A Twisted Path to Renown","1717646400000","5416","29.99","135445","32.539100142740494","54","Indie","Game-Labs","Game-Labs","2304660"
"Repair this!","1713499200000","13207","11.99","134665","7.129466789211678","88","Indie","hgiSoft","hgiSoft","2517200"
"clickyland","1717387200000","30891","4.99","134579","3.507301277365972","84","Indie","Sokpop Collective","Sokpop Collective","2751050"
"BIOMORPH","1712289600000","8327","19.99","134478","10.81047014652968","94","Indie","Lucid Dreams Studio","Lucid Dreams Studio","1430220"
"KONOSUBA - God's Blessing on this Wonderful World! Love For These Clothes Of Desire!","1707282000000","3261","49.99","133582","11.676291704663813","90","Indie","PQube","MAGES. Inc.","2349140"
"Tunnel Escape","1724284800000","8953","19.99","133472","7.871207655983875","83","Indie","Saikey Studios","Elzee","2908950"
"WARCANA","1724889600000","8667","16.99","132527","9.17396185427534","0","AA","Team17","1000 Orks","2022930"
"Sunset Hills","1724112000000","9067","17.99","132521","3.8924241190591427","0","Indie","Cotton Game,Asmik Ace, Inc.","Cotton Game","1791590"
"Liu Shan Maker","1715572800000","15876","9.99","132333","2.356807953029711","81","Indie","Playmeow,ACG creator","Xian","1997480"
"Casino Simulator","1716436800000","21835","6.99","132078","5.142398956146814","91","Indie","Lodos Games","Lodos Games","2898270"
"Mirror of Heaven","1717214400000","18183","9.25","131680","16.510882014762892","81","Indie","Leyo Games","EnjoyPlay Ltd","2180340"
"Gori: Cuddly Carnage","1724889600000","8286","21.99","131175","4.812221953692276","98","Indie","Wired Productions,CouchPlay Interactive (Greater China)","Angry Demon Studio","1299690"
"Churn Vector","1704949200000","11565","14.99","130913","11.39826729620468","91","Indie","Naelstrof","Naelstrof,Eugene,Archival","2686900"
"Pine Harbor","1714017600000","10750","17.9","129987","1.798743259643329","66","Indie","Vision Forge Team","Vision Forge Team","2448030"
"Chornobyl Liquidators","1717646400000","8056","19.99","129800","3.827632608126103","43","Indie","Frozen Way","Live Motion Games","1113010"
"Anomaly Exit","1711857600000","23968","5.99","129211","1.370028927181579","92","Indie","ExamlGuy","ExamlGuy","2232600"
"Rift Wizard 2","1711252800000","9029","17.99","129153","28.482707470589673","94","Indie","Dylan White","Dylan White","2058570"
"Magic Research 2","1716264000000","24898","5.99","128483","75.52942605437786","95","Indie","Maticolotto","Maticolotto","2864890"
"Potions: A Curious Tale","1709787600000","7522","19.99","127676","4.2824884665923","91","Indie","Stumbling Cat","Stumbling Cat","378690"
"Happy Sheepies","1720396800000","12053","12.99","126481","4.561630918417058","82","Indie","Berker Games","Berker Games","2860450"
"Kādomon: Hyper Auto Battlers","1711339200000","15364","9.99","126462","9.378672564556648","69","Indie","Fireshine Games","Dino Rocket","2125540"
