"name","releaseDate","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId"
"Colonize","1707973200000","3988","15.99","50645","6.1006650249422725","45","Indie","CreativeForge Games","Rembrosoft","1573590"
"The Crimson Diamond","1723680000000","3957","14.99","50297","6.760505785526912","99","Indie","Julia Minamata","Julia Minamata","1098770"
"Inverted Angel","1720137600000","9298","6.99","50253","5.270591232140886","90","Indie","SCIKA","SCIKA","2894960"
"Regency Solitaire II","1708578000000","4177","14.99","50242","8.382209675769408","98","Indie","Grey Alien Games","Grey Alien Games","2137470"
"南栀 Unwavering love","1709096400000","9559","8.99","50240","5.145861173504191","0","Indie","白露社","白露社","2712580"
"My MILF Stepmom 2: Family Party💋","1712203200000","8883","6.99","50102","1.854529343715712","80","Indie","DuaWolf Studio","DuaWolf","2694600"
"Xanadu Land","1705467600000","26815","0","49957","14.049678382618964","82","Indie","whiteisle Studio","whiteisle Studio","2258890"
"PC Tycoon 2","1711598400000","7036","7.99","49651","7.007896529641118","80","Indie","Insignis Games","Insignis Games","2832320"
"Creepy Tale: Some Other Place","1717041600000","6347","9.99","49590","2.7667740390690607","0","Indie","Creepy Brothers","Creepy Brothers","2476100"
"混沌战域","1715227200000","19862","0","49428","6.1341746240734505","75","Indie","XQ-game","XQ-game","2936360"
"Redemption of Li Wei","1712808000000","9601","6.99","49239","0.9969888684520323","54","Indie","救赎","救赎,Avator","2873820"
"Mika and The Witch's Mountain","1724198400000","3038","19.99","49191","3.354944445221463","96","Indie","Chibig","Chibig,Nukefist","1819460"
"Wantless : Solace at World’s End","1715832000000","4026","17.99","49173","22.30725574731829","92","Indie","Twin Sails Interactive","Drop Rate Studio","1807090"
"Dragon Eclipse","1719201600000","4688","12.99","49153","3.968593702469445","77","Indie","Awaken Realms","Fardust","2626860"
"BATTLE CRUSH","1719374400000","62503","0","49147","16.5554219119682","49","Indie","NCSOFT Corporation","NCSOFT Corporation","2287920"
"Hilda and the tower of Lust","1713499200000","4014","15.99","49054","1.7791082839865036","83","Indie","072 Project","キラ☆タマ","2551290"
"Director Simulator","1721952000000","5036","12.99","49036","6.508198725287025","0","Indie","GOLDEN AGE","GOLDEN AGE","2803060"
"Plane Accident","1708405200000","5489","11.99","49026","1.9297327606821149","70","Indie","Duality Games,HeartBeat Games","White Pig Games,Spirit Games Studio","1682340"
"Geneforge 2 - Infestation","1711512000000","3048","19.99","49010","24.31174294563878","99","Indie","Spiderweb Software","Spiderweb Software","2480560"
"Ready, Steady, Ship!","1713499200000","4620","14.99","48929","3.1407686348423383","76","Indie","Untold Tales,Gamersky Games","Jollybits Games","2225610"
"The Fancy Pants Adventures: Classic Pack","1708232400000","6308","9.99","48853","2.7194622738017378","94","Indie","2 Left Thumbs","Borne Games","1668460"
"Chushpan Simulator","1706763600000","47089","1.99","48823","1.344691514321377","84","Indie","Sebasa Games","Sebasa Games","2755330"
