"name","releaseDate","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId"
"Roundscape Adorevia","1722556800000","6901","15.99","94711","9.85695666419018","80","Indie","Arvus Games","Arvus Games","2986400"
"Abyss School","1705640400000","26289","3.99","94355","4.04024775680354","91","Indie","eTIRUe","eTIRUe","2473710"
"Raw Metal","1710820800000","5335","19.99","93469","6.009124128377369","89","Indie","Team Crucible","Team Crucible","2279600"
"异常情绪回收组","1706418000000","10151","10.99","93379","12.301525684306291","85","Indie","墨元素","墨元素","2597460"
"全民街篮","1717041600000","31422","0","92977","11.406825781708521","76","Indie","深圳市中手游网络科技有限公司","上海洲竞网络科技有限公司","2383020"
"Sumerian Six","1725235200000","3437","29.99","92768","5.230193368366318","96","AA","Devolver Digital","Artificer","1429850"
"Open Roads","1711598400000","6252","19.99","92665","2.2164894237313963","76","AA","Annapurna Interactive","Open Roads Team","1497360"
"Cybernetic Seduction - Season 1","1714708800000","8497","12.99","92662","6.853151087871319","90","Indie","1Thousand","1Thousand","2724540"
"Idle Fishing","1716523200000","46667","0","92146","46.044584679252786","77","Indie","AO Games","AO Games","2725560"
"Unveiling the Unknown","1715054400000","6254","17.99","91150","8.885718977731928","90","Indie","TwistedScarlett60","TwistedScarlett60","2960590"
"STUFFED","1718510400000","11270","12.99","90795","2.6069873728185833","81","Indie","TheGamePublisher.com","Waving Bear Studio","1243200"
"Legendary Hoplite","1706850000000","7587","14.99","90751","10.566538403468464","70","Indie","Ravenage Games","TripleBricksGames","1479810"
"Minimalist Tower Defense","1706158800000","27004","4.99","90620","16.989870723384826","94","Indie","HappyFairy213","HappyFairy213","2617400"
"Uncover the Smoking Gun","1719115200000","5276","19.99","90446","5.377597908456318","97","Indie","ReLU Games","ReLU Games","2492290"
"Roots of Yggdrasil","1725580800000","9225","12.99","90157","6.8538417515651675","92","Indie","ManaVoid Entertainment,Indie Asylum","ManaVoid Entertainment","2071430"
"TOKYO PSYCHODEMIC","1716955200000","1813","54.99","89539","5.858585549228073","24","Indie","GRAVITY","GRAVITY GAME ARISE","2397140"
"SPY×ANYA: Operation Memories","1719460800000","2168","49.99","88877","8.19216012169394","90","AAA","Bandai Namco Entertainment","GrooveBoxJapan","2170370"
"Creatures of Ava","1722988800000","4284","24.99","88683","5.758266728274435","93","AA","11 bit studios","Inverge Studios","2304440"
"Archaelund","1704690000000","4922","19.99","88551","18.604325863988997","87","Indie","4 Dimension Games","4 Dimension Games","1082970"
"Age of Defense","1722211200000","13157","14.99","88271","6.622342614987855","78","Indie","Valkyrie Initiative","Battlecruiser Games","603320"
"Never Mourn","1715572800000","9965","14.99","87827","4.190220142970112","89","Indie","Poysky Productions,Light Up Games","Primal Seed","1839820"
"Vampire: The Masquerade - Justice","1707195600000","4111","29.99","87251","2.884838067963121","68","Indie","Fast Travel Games","Fast Travel Games","2431700"
"The Mobius Machine","1709269200000","4524","24.99","87128","10.283281637117136","83","Indie","Madruga Works","Madruga Works","2281940"
"Monuments Renovator","1709874000000","9313","14.99","87084","6.637463072879075","74","Indie","Games Incubator,PlayWay S.A.","Monuments Games,Games Incubator","1257280"
"In Search Of You","1721260800000","15514","6.99","87038","3.4585829884120223","88","Indie","Celestial Star Studios","Celestial Star Studios","2963510"
"Ruff Ghanor","1708578000000","5403","19.99","86902","11.912707709973718","94","Indie","DX Gameworks,Magalu Games,Nonsense Creations","DX Gameworks","2087460"
"Duelists of Eden","1709787600000","19473","4.99","86829","8.882961916395775","97","Indie","Thomas Moon Kang","Thomas Moon Kang","1664200"
"Snow Plowing Simulator","1718769600000","6527","15.99","86660","4.197274212794315","77","AA","PlayWay S.A.,FreeMind S.A.","FreeMind S.A.","2096030"
"Kingdom of Atham: Crown of the Champions","1705035600000","6744","13.99","86608","44.76252961271749","80","Indie","Sofa Mauve Studio Inc.","Sofa Mauve Studio Inc.","1676380"
"Vertical Kingdom","1713153600000","5365","19.99","86377","6.502037502275212","83","Indie","indie.io","Farlight Games Industry","1902870"
"Super Dark Deception","1720742400000","5783","17.99","86169","6.475525689015737","67","Indie","Glowstick Entertainment","Glowstick Entertainment","2193720"
"The Shell Part II: Purgatorio","1713412800000","4718","24.99","85885","13.636618858867438","98","Indie","Shiravune","Innocent Grey","2712550"
"Idol Party","1723680000000","9890","0","85835","18.90040585677796","76","Indie","LONGYOU TECHNOLOGY PTE.LTD.","LONGYOU TECHNOLOGY PTE.LTD.","2955300"
"Mushoku Tensei: Jobless Reincarnation Quest of Memories","1718769600000","2106","44.99","85274","6.605504766683781","66","Indie","Bushiroad Inc.","LANCARSE Ltd.","2459420"
"Fantasy Amusement Park II","1717128000000","17496","5.99","85154","2.3864536642295353","73","Indie","Shark Shark Game","Cat Paw Game","2619510"
"LustyVerse: Passion on Display","1711080000000","14551","6.99","85060","7.235261775450229","76","Indie","Inceton games","Inceton games","2328740"
"Mini Settlers","1723075200000","10001","9.99","84846","7.611946295559626","95","Indie","Goblinz Publishing,IndieArk","Knight Owl Games","2521630"
"MY DESTINY GIRLS","1711598400000","10132","9.99","84708","10.631953086248698","88","Indie","EpicDream Games","EpicDream Games","2766860"
"SEX Campus🔞","1709355600000","13345","9.99","84104","1.400893717921749","70","Indie","Romantic Room","Romantic Room","2833810"
"Working Sakuya","1711598400000","21999","6.99","83942","0.6717445513282418","96","Indie","ぬるぬる坊主","ぬるぬる坊主","2861150"
"Pet Shop Simulator","1718942400000","7221","14.99","83875","6.252576189914551","76","Indie","Games Incubator,PlayWay S.A.","Games Incubator","2401680"
"Shadow of the Ninja - Reborn","1724889600000","5173","19.99","83756","4.068742919986549","0","Indie","NatsumeAtari,Edigger,United Games Entertainment GmbH","NatsumeAtari","2543760"
"Mortal Glory 2","1709528400000","9779","11.99","83727","11.982830998870288","89","Indie","Redbeak Games","Redbeak Games","2216660"
"Hot Therapy","1711252800000","7024","14.99","83552","1.8054880224208238","74","Indie","YummySoft","YummySoft","2360260"
"Distant Bloom","1711512000000","5937","19.99","82715","6.030660089252949","84","Indie","Kinda Brave","Ember Trail","1450250"
"Misha's incident","1705813200000","9393","9.99","82653","3.379960284632395","86","Indie","Zetlaff","Zetlaff","2723520"
"Sex and the Furry Titty 3: Come Inside, Sweety","1715832000000","10393","9.99","81316","4.081956048561926","91","Indie","Furlough Games PBS","Furlough Games","2221840"
"Terra Memoria","1711512000000","5444","19.99","80472","7.421489669857486","87","Indie","Dear Villagers","La Moutarde","1912750"
