"name","releaseDate","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId"
"Inkbound","1712635200000","156820","29.99","3139302","29.459680253104807","91","Indie","Shiny Shoe","Shiny Shoe","1062810"
"Sky: Children of the Light","1712721600000","529290","0","3087626","30.472691561543716","84","Indie","thatgamecompany","thatgamecompany","2325290"
"古龙风云录","1706763600000","158807","29.99","3080764","21.370174186118447","60","Indie","心火游戏","香港商河洛互動娛樂股份有限公司","2340650"
"HELLCARD","1706763600000","208084","24.99","3008517","15.293875870297132","85","Indie","Skystone Games,Surefire.Games","Thing Trunk","1201540"
"ASKA","1718856000000","147273","24.99","2986028","30.71361641191253","79","Indie","Thunderful Publishing","Sand Sailor Studio","1898300"
"SMITE 2","1724716800000","110462","29.99","2981479","8.86584602378419","56","AA","Hi-Rez Studios","Titan Forge Games","2437170"
"Legendary Tales","1707368400000","88603","54.99","2934588","7.76449813405446","79","Indie","Urban Wolf Games Inc.","Urban Wolf Games Inc.","1465070"
"Visions of Mana","1724889600000","52728","59.99","2846837","12.066746016802458","86","AA","Square Enix","Square Enix","2490990"
"Summer Clover","1719374400000","181429","17.99","2827661","8.280402546996685","99","Indie","Mango Party,Mango Party News","Connection","2458860"
"Rabbit and Steel","1715227200000","213267","14.99","2771018","14.014176071536836","97","Indie","mino_dev","mino_dev","2132850"
"Drug Dealer Simulator 2","1718856000000","131611","24.99","2766205","25.364534425604138","73","Indie","Movie Games S.A.","Byterunners","1708850"
"Expeditions: A MudRunner Game","1709614800000","75673","39.99","2739562","17.571686825136506","55","AA","Focus Entertainment","Saber Interactive","2477340"
"Millennia","1711425600000","77085","39.99","2689142","49.30417037222121","68","AAA","Paradox Interactive","C Prompt Games","1268590"
"The Lost Village","1712462400000","312901","11.99","2686565","5.463333333333334","0","Indie","FunYoo Games","FunYoo Games","1963040"
"Stolen Realm","1709874000000","181670","19.99","2678385","21.723225997502364","88","Indie","Burst2Flame Entertainment","Burst2Flame Entertainment","1330000"
"Lost Castle 2","1721779200000","211121","14.99","2657104","12.847294015384946","0","Indie","Hunter Studio","Hunter Studio","2445690"
