"name","releaseDate","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId"
"Proud To Love","1710129600000","184501","9.99","1546464","3.2942026735277374","85","Indie","Master Entertainment,LGD Gaming","Master Entertainment","2744150"
"KINGDOM HEARTS III + Re Mind (DLC)","1718251200000","38501","59.99","1535628","19.640717962918703","93","AA","Square Enix","Square Enix","2552450"
"House Builder","1705294800000","132550","19.99","1490579","8.289217378413545","81","AA","PlayWay S.A.,FreeMind S.A.","FreeMind S.A.","1244630"
"Stormgate","1722297600000","224772","0","1459213","7.341805458780237","52","Indie","Frost Giant Studios","Frost Giant Studios","2012510"
"Riven","1719288000000","49119","34.99","1448665","7.856866054561921","0","Indie","Cyan Worlds Inc","Cyan Worlds Inc","1712350"
"Thank Goodness You're Here!","1722470400000","87970","19.99","1444444","2.189886931306963","97","Indie","Panic","Coal Supper","2366980"
"TerraTech Worlds","1711080000000","53663","29.99","1430436","18.261625558912787","66","Indie","Payload Studios,4Divinity","Payload Studios","2313330"
"Immortal Life","1705467600000","122009","16.99","1428520","26.44589686212208","81","Indie","2P Games","YiFang Studio","1201230"
"Dusk Pub","1712894400000","127543","12.99","1419860","3.8578300383899427","93","Indie","YellowDuckWorks","YellowDuckWorks","1974520"
"Oh Deer","1719460800000","170401","9.99","1408406","1.9956875027904464","87","Indie","Cozy Cabin Studios","Cozy Cabin Studios","2708450"
"Dominion","1706763600000","503990","0","1405649.3985145492","7.017822187752444","86","Indie","Temple Gates Games","Temple Gates Games","1131620"
"Sweet Transit","1713758400000","87119","29.99","1398063","11.448439488203675","74","AA","Team17","Ernestas Norvaišas","1612770"
"Starward","1713931200000","79112","0","1395292","27.231980923461883","68","Indie","盛天游戏","Game Blender","2764370"
"The Crust","1721001600000","56588","29.99","1385673","31.603427876027215","74","Indie","Crytivo","VEOM Studio","1465470"
"Moonbreaker","1706763600000","58369","29.99","1367965","7.912012452688401","87","AAA","KRAFTON, Inc.","Unknown Worlds Entertainment","845890"
"Nobody Wants to Die","1721174400000","63753","24.99","1348620","4.152315097743349","87","Indie","PLAION","Critical Hit Games","1939970"
"Touhou Danmaku Kagura Phantasia Lost","1707282000000","57334","29.99","1330840","17.624067524882285","77","Indie","Alliance Arts","UnknownX","2190220"
"Gigantic: Rampage Edition","1712635200000","83942","19.99","1330789","16.79592619082676","72","AA","Arc Games","Abstraction Games","1924490"
"The Bridge Curse 2: The Extrication","1715227200000","63059","24.99","1326590","5.317939526297635","93","Indie","PQube,Gamera Games","SOFTSTAR ENTERTAINMENT","2331330"
"MULLET MADJACK","1715745600000","78971","19.99","1310018","4.072861351589005","98","Indie","Epopeia Games,HAMMER95","HAMMER95","2111190"
"Harry Potter: Quidditch Champions","1725321600000","48267","29.99","1302774","4.726446194361001","0","AAA","Warner Bros. Games","Unbroken Studios","2878600"
"RAID: Shadow Legends","1704776400000","72044","0","1293328","63.45711110030624","55","Indie","Plarium Global Ltd","Plarium Global Ltd","2333480"
"THE 4 SINS","1717300800000","175634","9.99","1293189","3.033389442589824","24","AA","Gamera Games","奇门互娱","2128940"
