"name","releaseDate","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId"
"Dungeon Vixens: A Tale of Temptation","1712548800000","13651","5.99","68967","1.844034003991569","78","Indie","Shady Corner Games","Dualarcade","2710970"
"I Wanna Fuck my Mom's Best Friend","1723161600000","6151","14.99","68584","1.3084968640711163","74","Indie","Cherry Kiss Games","Orcsoft","3067200"
"Farewell North","1723766400000","3905","23.99","68091","4.12583984340029","99","Indie","Mooneye Studios","Kyle Banks","1432850"
"Fetish Room 18+","1714190400000","8056","14.99","68004","1.3342302321422281","58","Indie","Octo Games","Octo Games","2487120"
"エルミナージュORIGINAL ～闇の巫女と神々の指輪～","1716436800000","5917","16.99","67981","27.00954354139559","78","Indie","mebius.","mebius.,Anura Bless,STARFISH SD","2392310"
"Toy Shire","1724630400000","8399","9.99","67956","2.655938235656375","99","Indie","Catoptric Games","Bluespy Studios","2361460"
"Doll Impostor","1711598400000","13779","6.99","67755","4.768041120328671","97","Indie","HeadArrow","HeadArrow","2882870"
"Fog of War: Book One","1717905600000","7273","11.99","67732","4.063814895352941","84","Indie","Story Machine Studios","Story Machine Studios","2676180"
"Tallowmere 2: Curse of the Kittens","1708318800000","11885","9.99","67713","18.525007350918916","83","Indie","Chris McFarland,Lightning Games","Chris McFarland","655740"
"HEARTSHOT","1709442000000","5258","14.99","67643","1.2470111412929836","71","Indie","Meadow Studios","Meadow Studios","2702700"
"Special Operations Unit - SIGNAL FORCES","1710993600000","9145","8.99","67599","2.5904591095469476","85","Indie","Mango Party","ankoku marimokan","2311820"
"Let's Minesweeper","1721779200000","16670","4.99","67473","6.178763103995366","81","Indie","SUNJOY GAME","SUNJOY GAME","2865580"
"Mech Builder","1721088000000","8717","9.99","67468","4.219712973890713","75","Indie","Don Pachi","Don Pachi","2870420"
"Renaissance Kingdom Wars","1721001600000","3341","24.99","67386","2.357913601093543","76","Indie","indie.io","Reverie World Studios","2533020"
"The Symbiant Re:Union","1706504400000","5451","14.99","67132","2.464026613811756","93","Indie","HeartCoreDev","HeartCoreDev","2355140"
"Imperial Lovers","1717732800000","6059","14.99","66935","3.6630821695543956","86","Indie","Pink Pixel Games","LAPLACE","2821040"
"撩妹模拟器：渣男的秘密","1715918400000","11788","6.99","66927","1.858554104518518","82","Indie","DeerRiver","DeerRiver","2719190"
"Dog Brew","1714449600000","24238","3.5","66829","2.3641382816490295","98","Indie","Yuliy Oneshko,S-Grade","Yuliy Oneshko,S-Grade","2883280"
"Royal Order","1711684800000","2632","29.99","66782","11.646453886154191","93","Indie","Nifty Productions","Nifty Visuals","1749010"
"Magical Delicacy","1721088000000","3192","24.99","66573","9.902069553189163","75","Indie","Whitethorn Games","Skaule","2231190"
"The Cub","1705640400000","7919","14.99","66322","2.1002879833095163","87","Indie","Untold Tales,Gamersky Games","Demagog Studio","1941410"
"Time Treker","1720483200000","11364","6.99","66300","5.857565393934813","78","Indie","Leyo Games,2P Games","Fuse Game","2776500"
"Hoofobia","1708664400000","9279","9.99","66052","2.208382853909323","72","Indie","Deathyell Games","Deathyell Games","2467300"
"CYGNI: All Guns Blazing","1722816000000","2604","29.99","66026","4.2482896928941605","62","AA","KONAMI","KeelWorks","1248080"
"Rebel Transmute","1710129600000","4028","19.99","65739","8.735269357373568","79","Indie","JanduSoft","Evan Tor Games","1191660"
"Dungeons of Blood and Dream","1716782400000","4567","15.99","65723","6.0147787122403","96","Indie","Lori Vornoy","Lori Vornoy","2488590"
"Cafe Maid - Hentai Edition","1708578000000","4316","19.99","65693","14.618248574677336","73","Indie","Woop Media","Sexy Hentai Games Factory","1586710"
"Monsters Domain","1712289600000","5032","19.99","65271","4.161012638797963","44","Indie","G-DEVS.com,CreativeForge Games","G-DEVS.com","1442450"
"Doki Doki AI Interrogation","1716523200000","22562","3.49","65249","1.4546503626836578","82","Indie","YAMADA","YAMADA","2844700"
"Growtopia","1709787600000","37131","0","65173","7.3612716088392744","31","AAA","Ubisoft","Ubisoft Abu Dhabi","866020"
