"name","releaseDate","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId"
"The Saboteur™","1709787600000","53376","9.99","290153","12.83074271799272","92","AAA","Electronic Arts","Pandemic Studios","24880"
"New Star GP","1709787600000","16009","29.99","286736","8.869371110870562","0","Indie","Five Aces Publishing Ltd.","New Star Games Ltd.","2217580"
"Kill It With Fire 2","1713240000000","22552","14.99","286580","5.995546638251118","95","AA","tinyBuild","Casey Donnellan Games LLC","2357000"
"Factory Town Idle","1704690000000","74350","4.99","284695","39.89461498709381","91","Indie","Erik Asmussen","Erik Asmussen","2207490"
"Our Adventurer Guild","1712894400000","23699","14.99","284501","39.46176078042124","100","Indie","GreenGuy","GreenGuy","2026000"
"Fantasy Map Simulator","1725408000000","43880","7.99","283947","2.402464122744893","0","Indie","The Stranger","The Stranger","3035500"
"Vaygren - Lustful Temptation","1715745600000","41551","7.99","283824","1.331909162554531","94","Indie","Critical Bliss","Cyberframe Studios","1771700"
"That Time I Got Reincarnated as a Slime ISEKAI Chronicles","1722988800000","6298","49.99","283353","8.587601388172795","50","AA","Bandai Namco Entertainment Inc.","ZOC Co.,Ltd.","2197680"
"LoveXLust","1725580800000","10749","34.99","280098","1.939318005493168","72","Indie","CTM","CTM","2647060"
"My Recycling Center","1706763600000","20320","14.99","279126","16.77815428837053","0","Indie","Darius Bode","Darius Bode","2613060"
"City Transport Simulator: Tram","1718856000000","10531","29.99","278620","7.8131475242862605","65","Indie","Dovetail Games","ViewApp","2604480"
"Motel Manager Simulator","1724630400000","18451","17.99","277766","11.984054149778297","90","Indie","Denzone Games","Denzone Games","2594540"
"The Secret Atelier","1708923600000","19943","16.99","276924","1.732537658664651","86","Indie","Denpasoft","KENZsoft","2799690"
"Coffee Caravan","1716177600000","29571","11.99","276349","4.877388018812072","92","Indie","Broccoli Games","Broccoli Games","2649080"
"Touhou Genso Wanderer -FORESIGHT-","1715659200000","9637","34.99","275769","15.744549618397478","0","Indie","Phoenixx Inc.","AQUASTYLE,ankaa studio","1847150"
"Revival: Recolonization","1712808000000","11698","29.99","274280","7.034563470064829","84","Indie","HeroCraft PC","HeroCraft PC","1306770"
"Shut Up and Dance: Special Edition","1717041600000","17701","17.99","273599","4.888716221882648","90","Indie","Boring Games","Boring Games","2218930"
"Rise of Gun","1711339200000","32764","10.99","272968","4.866904160347173","85","Indie","PimpGameStudio","PimpGameStudio","2319640"
"Anomaly Collapse","1712808000000","16403","19.99","272494","14.25436172637584","84","Indie","RocketPunch Games","RocketPunch Games","2082410"
"My Island","1714536000000","42250","14.99","271974","6.532271264036645","68","Indie","SnowBaby Games","SnowBaby Games","1004270"
"Love challenge","1705294800000","25372","12.99","267903","1.757281516373071","81","Indie","Playmeow,CS Game","雪山雞白郎,SnowGBL","2334130"
"Synergy","1716264000000","13623","24.99","267742","9.27115182143235","86","Indie","Goblinz Publishing,H2 Interactive Co., Ltd.","Leikir Studio","1989070"
"Sixty Four","1709528400000","50062","5.99","267621","18.301700916182455","0","Indie","Playsaurus","Oleg Danilov","2659900"
"METAL SLUG ATTACK RELOADED","1718683200000","29455","9.99","264829","24.327025528214605","73","Indie","SNK CORPORATION","SNK CORPORATION","2322440"
"Dice Kingdoms","1712289600000","20598","14.99","264059","12.996371134038807","89","Indie","Fivemid Studio","Fivemid Studio","1501690"
