"name","releaseDate","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId"
"Stellar Orphans","1711339200000","1926","19.99","24519","13.103214310311113","75","Indie","Artifex Parvus","Artifex Parvus","1844130"
"Rumble Club","1713844800000","33980","0","24402","9.2343461987409","75","Indie","Mad Mushroom","Lightfox Games, Inc.","2639810"
"Acolyte of the Altar","1711339200000","1540","19.99","24374","4.564088681505565","74","Indie","Black Kite Games","Black Kite Games","2288880"
"It was a human.","1721952000000","5919","4.99","24206","1.635386691608368","79","Indie","GAMER Plan","Loser/s","2484160"
"Camp Canyonwood","1708923600000","1890","19.99","24136","7.230023662650743","66","Indie","Graffiti Games","Deli Interactive LLC","1374170"
"Ashes of the Union","1721692800000","2062","12.99","24106","6.1280648561283515","82","Indie","700 Games Studio","700 Games Studio","3091390"
"SCP: Descent","1710907200000","4272","6.99","24090","1.3734348998612604","58","Indie","Pixel Drip Games","Pixel Drip Games","2757220"
"ONE BTN BOSSES","1722902400000","2454","11.99","24086","2.771675621037209","89","Indie","Midnight Munchies,Outersloth","Midnight Munchies","1910600"
"The World of Gangs","1713240000000","3344","7.99","23966","1.6007193284361896","56","Indie","Playmeow","Cosemen Gaming","1925040"
"Mareld","1714622400000","4229","6.99","23913","7.149109966051024","93","Indie","Renka","Renka","2336580"
"Boldly Forward","1707282000000","7022","3.99","23873","15.315030346177886","47","Indie","SmallMill","SmallMill","2758280"
"TV Studio Story","1709701200000","3189","8.99","23794","7.569713766047223","93","Indie","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd","2732020"
"NARIBIKIMURA","1723766400000","2313","12.99","23719","1.7685553438239612","82","Indie","DorsalFin Studio","DorsalFin Studio","2693860"
"Kanna Maze","1715745600000","8150","3.99","23718","3.6680798219231856","89","Indie","致意","致意","2876250"
"Mori Carta","1711339200000","1627","14.99","23628","11.214485432444645","71","Indie","Nevergreen Games","Nevergreen Games","1570830"
"Machick","1711080000000","3991","6.99","23624","4.499842553564392","91","Indie","No Serious Games","No Serious Games","2811200"
"Dünnes Eis - Das Spiel zum Song","1715832000000","6564","3.99","23571","0.9798791592039829","100","Indie","Lorke Records, Inh. Anne Baumann","Baumann Bergmann Pokinsson,Jan Baumann","2961990"
"Shell Runner","1721001600000","1956","14.99","23560","1.8436645614622273","65","Indie","indie.io","Reija","2622280"
"Memories Off","1706677200000","3003","9.99","23373","7.253682427332118","93","AA","Spike Chunsoft Co., Ltd.","MAGES. Inc.","675610"
"11F","1713499200000","3998","8.99","23351","1.318908909352338","83","Indie","PUMPKIM","PUMPKIM","1847120"
"Closer the Distance","1722470400000","1414","19.99","23329","4.3389091366528065","92","AA","Skybound Games","Osmotic Studios","1991300"
"Messy Up","1718251200000","3563","7.99","23195","3.766875545151142","86","Indie","Liquid Meow,Athenes game","Liquid Meow","2572560"
"Memories Off6 T-wave","1706677200000","1976","14.99","23150","6.9666980982519044","98","AA","Spike Chunsoft Co., Ltd.","MAGES. Inc.","2184580"
"Trash of the Titans","1716955200000","3282","8.99","23097","6.117247158799763","98","Indie","Thayer and Back Again","Thayer and Back Again","2450400"
"You are Peter Shorts","1715313600000","1872","14.99","23078","4.081238052224595","90","Indie","ondydev","ondydev","2352640"
"The Corpsmen","1725580800000","1558","19.99","23047","5.533476840841409","59","Indie","Multicell Games","Multicell Games","1571960"
"Tank Operations: European Campaign","1708923600000","2520","19.99","23043","37.79769683862818","85","Indie","2tainment GmbH","Linked Dimensions","844860"
"Wife of My Boss","1714795200000","7011","4.99","22990","0.8192399888945472","67","Indie","Love Seekers","Love Seekers","2143980"
"Dragons Legacy","1711425600000","5086","4.99","22960","20.907520540420357","77","Indie","Beawesome Games LLC","Beawesome Games","2520410"
"Sarah's Adventure: Time Travel","1719288000000","28251","0","22916.601792719197","59.72976019596694","87","Indie","NUTS POWER ONLINE ENTERTAINMENT LIMITED","NUTS POWER ONLINE ENTERTAINMENT LIMITED","2994430"
"CorpoNation: The Sorting Process","1708578000000","2451","12.99","22893","5.269078475631346","84","Indie","Playtonic Friends","Canteen","2159960"
"Fallen Saint Yhoundeh","1717128000000","2395","12.99","22844","3.7476450541717714","70","Indie","Kagura Games","MOEKOUBOU","2864860"
"Neon Tail","1708059600000","2679","24.99","22808","4.141155275797389","90","Indie","Rocket Juice Games","Fei,Leo,Yang","1126270"
"Far Lands","1705640400000","2677","24.99","22800","7.691365522489354","69","Indie","Scalpel Softworks","Scalpel Softworks","1500940"
"Welcome to Paradise Island","1724976000000","2112","14.99","22790","2.7517675969656303","80","Indie","Kagura Games","Resta!","2790680"
"Loopstructor","1722988800000","5508","4.99","22701","6.452068776829051","87","Indie","Pone Games","Pone Games","2726870"
