"name","releaseDate","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId"
"Apollo Justice: Ace Attorney Trilogy","1706072400000","89327","49.99","3465018","40.0243065252875","93","AAA","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","2187220"
"F1® Manager 2024","1721692800000","111464","34.99","3428483","22.803547133217016","66","AA","Frontier Developments","Frontier Developments","2591280"
"Men of War II","1715745600000","84565","44.99","3406127","21.05376649227358","0","Indie","Fulqrum Publishing","Best Way","1128860"
"Banishers: Ghosts of New Eden","1707714000000","78137","49.99","3387809","22.315992040354132","87","AA","Focus Entertainment","DON'T NOD","1493640"
"Buckshot Roulette","1712203200000","1486957","2.99","3369649","2.995872787721658","95","Indie","CRITICAL REFLEX","Mike Klubnika","2835570"
"Fields of Mistria","1722816000000","265456","13.99","3342356","15.649349536238686","98","Indie","NPC Studio","NPC Studio","2142790"
"FOREWARNED","1714017600000","366053","12.99","3322822","8.447204850866648","91","Indie","Dreambyte Games","Dreambyte Games","1562420"
"Midnight Ghost Hunt","1710993600000","371470","19.99","3272209","11.916997192362892","78","AA","Coffee Stain Publishing","Vaulted Sky Games","915810"
"Tomb Raider I-III Remastered Starring Lara Croft","1707800400000","125073","29.99","3262820","25.629116385966054","87","Indie","Aspyr","Aspyr,Crystal Dynamics","2478970"
"Five Nights at Freddy's: Into the Pit","1722988800000","181334","19.99","3262379","5.095655826350983","96","Indie","Mega Cat Studios","Mega Cat Studios","2638370"
"EA SPORTS™ Madden NFL 25","1723680000000","50521","69.99","3182368","16.10649107133234","50","AAA","Electronic Arts","Tiburon","2582560"
"Rotwood","1713931200000","412521","10.99","3180800","8.798469833185573","73","AA","Klei Entertainment","Klei Entertainment","2015270"
