"name","releaseDate","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId"
"Unbeatable professional me with 100 girlfriends","1715918400000","3760","9.99","30925","2.531206269062915","66","Indie","Day Day Up！","philosophy♂","2701420"
"Tomboy: Love in Hot Forge","1709182800000","10169","3.99","30878","1.3421321457630302","88","Indie","NSFW18 Games","Zylyx","2732730"
"Monster Tiles TD: Tower Wars","1707627600000","25912","0","30820","23.330226717446127","80","Indie","Swell Games LLC","Swell Games LLC","2447060"
"Sex City: 2069","1721433600000","3751","14.99","30759","1.5297924373325982","65","Indie","Octo Games","Octo Games","2487130"
"Harvest Days: My Dream Farm","1721865600000","3482","14.99","30652","18.141475623604713","71","Indie","Family Devs,Toplitz Productions","Family Devs","1515320"
"GUNVOLT RECORDS Cychronicle","1707973200000","2470","14.99","30558","3.17849779945142","71","Indie","INTI CREATES CO., LTD.","INTI CREATES CO., LTD.","2585040"
"BeachHead","1705899600000","3520","14.99","30498","18.152256882140843","63","Indie","Digital Fusion Inc.","Digital Fusion Inc.","1288790"
"Witch's Doll","1716523200000","4909","6.99","30419","1.8276383459174887","88","Indie","Elite Lords Studios","Elite Lords Studios","2892000"
"Anno 1701 History Edition","1713758400000","6151","9.99","30243","10.459053119326525","76","AAA","Ubisoft","Ubisoft Mainz","2820140"
"IIslands of War","1710046800000","3885","4.99","30192","11.074408043059782","87","Indie","jwiggs","jwiggs","1162470"
"GIRLDIVERS","1724976000000","2795","14.99","30160","1.5064797203365987","93","Indie","Sweet Cakes Games","Sweet Cakes Games","2892310"
"Forsaken Quartet","1715918400000","3187","12.99","30108","3.950541244010975","79","Indie","Kagura Games","AVANTGARDE","2377410"
"Unlucky Seven","1707195600000","5591","7.99","30099","2.2119974374852376","47","Indie","SIG Publishing,Art Games Studio S.A.","Puzzling Dream","579120"
"Scourge Of War - Remastered","1725580800000","1747","18.99","29857","10.641074576383453","92","Indie","Norb Software Development LLC","Norb Software Development LLC","2205330"
"Primateria","1704690000000","3145","11.99","29843","6.623460498120785","85","Indie","Surefire.Games","Yfrit Games","1397130"
"Mutant Football League 2","1717128000000","1325","24.99","29800","3.841531165408143","84","Indie","Digital Dreams Entertainment","Digital Dreams Entertainment","1657320"
"SEX, Stocks & Cocks","1717819200000","5320","9.99","29726","1.950707515099464","89","Indie","Lust Desires 🖤","Lust Desires 🖤","2983270"
"Astrodle","1718769600000","5885","5.99","29692","8.619566640734353","91","Indie","Robin Nicolet","Robin Nicolet","2853130"
