"name","releaseDate","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId"
"LurkBait Twitch Fishing","1708491600000","9946","7","62659","97.52559941431521","97","Indie","BLAMCAM Interactive","BLAMCAM Interactive","2767520"
"Athenian Rhapsody","1715659200000","5384","14.99","62520","7.173748703426827","91","Indie","Top Hat Studios, Inc.","Nico Papalia","1671720"
"Astro Looter: Survivor","1721001600000","9505","6.99","62500","1.4977793859228246","80","Indie","Soda Game Studio","Soda Game Studio","2871930"
"Writer's Rush","1705899600000","12123","5.99","62445","2.289644395339992","0","Indie","Frogstorm","Frogstorm","2745800"
"Incremental Factory","1706504400000","8945","8.99","62413","18.361914687260576","76","Indie","Significant Steak","Significant Steak","2449430"
"Frogmonster","1712030400000","3920","19.99","62346","7.469643702002446","0","Indie","Ben Jungwirth","Ben Jungwirth","1853760"
"Space for Sale","1722297600000","4309","19.99","62334","2.571875686202304","62","Indie","Mirage Game Studios","Mirage Game Studios","1624060"
"Bloody Heaven 2","1715400000000","15453","4.99","62317","2.607953214827291","87","Indie","ShaneGame","ShaneGame","2816940"
"Wishful Journey:Love Across Time","1713931200000","7540","9.99","62138","4.065350388485396","91","Indie","Hillhouse Holdings Limited","Hillhouse Holdings Limited","2867510"
"Transpile Girl Rescue Operation!","1709182800000","9467","7.99","62059","2.067723377769677","81","Indie","Mango Party,Mango Party News","Backflip WildCAT","2613010"
"Charming Hearts","1718251200000","8239","9.99","61946","6.750066937296435","88","Indie","坤舆科技","坤舆科技,一冉影视","2817140"
"Mad World  - Age of Darkness - MMORPG","1706158800000","16540","0","61737","19.2830024831735","46","Indie","Jandisoft","Jandisoft","771580"
"Just Crow Things","1723680000000","3701","19.99","61496","3.3081182901081196","96","Indie","Unbound Creations","Unbound Creations","2537920"
"College Bowl","1718856000000","3168","24.99","61396","18.181356254688936","90","Indie","Super Pixel Games","Super Pixel Games","1226160"
"The Emperor and State","1721952000000","5274","14.99","61289","11.86235961578673","55","Indie","Hawthorn Games","涂途","2716930"
"Ants Took My Eyeball","1713499200000","4411","16.99","61223","9.037092241039142","93","Indie","Bosmic Forge","Bosmic Forge","1627890"
"Zoo Simulator","1721952000000","3737","19.99","61087","3.273604542454089","79","Indie","Games Incubator,PlayWay S.A.","Games Incubator","2129220"
"Lagoon Lounge 2 : The Secret Roommate","1706245200000","5279","13.99","61068","3.1306831969792213","99","Indie","KAIJYU-09","KAIJYU-09","2754340"
"失乐星图Nornium","1723161600000","67552","0","60846","2.1780584672619385","15","Indie","Flaring Cloister","Flaring Cloister","2877160"
"Firefighter Connor","1714449600000","8216","8.99","60731","2.242095780909892","94","Indie","XSSPACE","XSSPACE","2384920"
"STEPMOM: Milf Scandal 💖","1712376000000","8747","9.99","60707","1.6881789681934547","74","Indie","Lust Desires 🖤","Lust Desires 🖤","2879480"
"Fossilfuel 2","1708318800000","3536","19.99","60574","3.4051538698366484","83","Indie","DangerousBob Studio LLC","DangerousBob Studio LLC","2299660"
"Grim Realms","1710561600000","7912","14.99","60485","22.210241119918713","81","Indie","Edym Pixels","Edym Pixels","1522280"
"Dragon Island","1710129600000","4540","15.99","60119","5.27832271072752","49","Indie","Kulplant","Kulplant","1554470"
"Vendir: Plague of Lies","1717041600000","5394","14.99","60002","7.874389589473117","77","Indie","Early Morning Studio","Early Morning Studio","1478850"
"TFC: The Fertile Crescent","1718251200000","6084","14.99","59978","9.141889553317936","93","Indie","Wield Interactive","Wield Interactive","1674820"
"Quest Master","1716955200000","3682","19.99","59887","14.166458476302155","98","Indie","Apogee Entertainment","Julian Creutz,Skydevilpalm","2094070"
"The Quintessential Quintuplets - Memories of a Quintessential Summer","1716436800000","2062","34.99","59790","6.669112171149566","94","AA","Spike Chunsoft Co., Ltd.","MAGES. Inc.","2507610"
"Venture to the Vile","1716264000000","2933","24.99","59625","8.214971200602747","75","Indie","Aniplex Inc.","Studio Cut to Bits","2153750"
"Victory at Sea Atlantic - World War II Naval Warfare","1712289600000","1822","39.99","59473","6.743969006148069","65","Indie","Evil Twin Artworks","Evil Twin Artworks","1674830"
"The World's Egg - For Those Who Dream","1711684800000","6239","12.99","59464","3.5879581457102465","84","Indie","Kagura Games","Hasoyua","2614670"
"Lunar's Chosen - Episode 2","1711598400000","5851","11.99","59390","2.8012925674493134","72","Indie","PTGames","PTGames","2697200"
"Be My Horde","1718683200000","13942","4.99","59326","4.3409329881012875","88","Indie","Polished Games","Polished Games","2499520"
"King of the Bridge","1709874000000","21749","2.99","59016","2.2387116478207623","96","Indie","Finn Schuuring","Finn Schuuring","2523120"
